101,112.61,124.6,171.11
95.025,111.04,119.25,168.91
89.676,107.58,114.22,166.71
84.956,103.49,109.5,162.94
82.124,100.34,106.04,158.53
78.033,94.993,102.26,154.13
75.516,91.219,99.115,149.1
72.999,85.242,96.283,144.06
71.426,78.952,94.395,138.4
69.852,72.975,93.451,132.74
68.279,67.313,91.564,126.13
68.279,60.079,92.193,119.84
68.279,53.788,92.193,113.24
69.538,47.497,92.822,106.32
70.167,41.206,93.451,100.34
70.167,33.971,93.451,94.05
68.908,30.511,92.822,90.275
67.65,28.309,90.934,87.13
65.133,26.107,89.046,84.299
64.503,25.478,88.102,84.299
62.301,27.995,85.585,87.444
59.784,33.657,83.382,91.848
57.267,39.318,81.18,96.881
55.064,43.093,79.292,100.66
54.12,46.553,77.404,104.43
51.917,49.698,76.146,107.26
52.861,50.957,76.775,109.46
54.435,53.788,78.663,111.35
56.323,55.36,81.495,113.24
59.154,57.562,83.697,115.44
62.301,61.651,87.158,119.53
66.391,67.628,90.305,124.56
69.538,74.548,94.395,131.48
73.314,80.524,97.542,137.77
79.292,85.872,103.83,144.69
85.9,92.162,110.44,150.67
93.137,99.083,117.36,156.33
101,103.8,125.86,161.99
110.13,105.69,134.36,164.19
119.88,109.15,145.68,166.71
132.47,110.09,157.01,168.6
143.48,110.09,168.02,168.91
154.81,109.46,179.04,167.65
165.82,106.63,190.68,165.77
177.15,101.91,201.38,161.05
186.27,97.51,210.19,156.33
192.57,93.735,216.79,153.18
197.6,92.477,222.46,150.98
201.38,90.904,226.55,148.78
204.84,88.073,229.38,146.58
204.84,85.872,229.38,144.69
203.58,83.355,227.81,142.49
199.49,79.895,224.35,139.66
194.45,76.435,219.63,136.2
189.73,73.919,214.59,132.42
183.44,69.201,207.98,128.34
176.83,64.797,201.38,125.5
170.54,62.595,195.08,122.04
165.19,59.764,189.11,119.53
158.27,59.135,182.5,117.33
151.35,58.82,174.95,117.33
143.17,58.82,167.08,117.96
136.24,60.708,160.47,120.16
129.01,65.741,153.24,124.88
123.34,70.773,147.26,130.54
119.25,76.121,142.85,136.83
115.16,82.726,139.71,142.18
113.9,88.388,137.82,147.21
113.9,92.792,138.76,151.61
117.99,96.566,141.91,155.07
123.34,97.51,147.26,156.33
131.21,99.083,155.12,157.9
139.7,99.083,163.93,158.53
148.83,100.03,173.06,159.48
159.21,99.083,183.76,158.22
168.97,98.768,193.83,157.59
179.04,98.454,203.26,157.59
187.53,98.768,211.76,157.59
195.4,98.768,219.63,158.85
202.32,102.54,226.55,160.73
207.98,102.54,231.9,162.31
212.07,104.12,235.67,165.14
214.28,108.52,238.51,168.28
216.17,112.92,240.39,171.74
215.54,118.27,239.45,176.46
211.45,122.67,235.67,180.55
205.47,126.13,229.38,184.01
198.23,127.08,222.46,186.84
192.25,127.08,216.48,187.79
185.01,128.65,208.3,188.73
177.78,128.65,202.01,189.04
169.91,128.65,194.14,188.41
160.16,126.13,184.39,186.84
149.46,124.88,173.69,184.95
140.33,122.04,164.56,181.49
131.21,117.64,155.44,177.09
121.14,112.61,145.37,172.06
111.39,107.58,135.3,167.34
101.32,101.91,125.86,161.68
92.822,94.993,116.42,156.02
84.956,88.388,109.81,149.1
78.663,82.097,102.58,142.49
73.314,75.492,97.227,135.57
69.223,68.257,93.451,128.65
67.335,62.28,91.563,122.67
69.223,56.933,92.822,116.7
72.055,50.957,96.283,111.04
77.404,45.924,101.32,106.32
82.124,41.52,106.35,102.54
87.788,35.858,111.7,98.139
93.451,32.713,117.36,94.05
99.115,30.826,123.03,90.904
103.21,28.309,126.8,88.073
107.3,26.736,131.52,86.186
111.7,26.736,134.67,86.186
115.16,27.995,138.45,87.444
118.31,30.511,142.22,90.275
122.4,33.657,146,94.364
126.49,39.004,150.4,98.453
130.58,44.037,154.49,103.8
134.36,48.126,158.58,107.26
138.13,51.586,161.73,111.35
141.28,55.99,165.51,115.75
145.05,58.82,168.34,118.27
148.52,60.708,171.48,120.47
151.03,61.966,174.32,121.42
153.86,63.224,177.78,122.99
156.07,64.482,179.67,123.93
158.27,66.37,181.55,126.13
159.84,66.37,183.44,126.76
